path_label,mode,theta_static,theta_dynamic,phi_phase,entropy,timestamp
SWEEP_49,dynamic,1.5707963267948966,0.0,0.19634954084936207,0.9999999999999999,2025-05-02 16:39:24
SWEEP_50,dynamic,1.5707963267948966,0.0,0.39269908169872414,1.0,2025-05-02 16:39:24
SWEEP_51,dynamic,1.5707963267948966,0.0,0.7853981633974483,1.0,2025-05-02 16:39:24
SWEEP_52,dynamic,1.5707963267948966,0.39269908169872414,0.0,1.0,2025-05-02 16:39:24
SWEEP_53,dynamic,1.5707963267948966,0.39269908169872414,0.19634954084936207,0.9999999999999999,2025-05-02 16:39:24
SWEEP_54,dynamic,1.5707963267948966,0.39269908169872414,0.39269908169872414,1.0,2025-05-02 16:39:24
SWEEP_55,dynamic,1.5707963267948966,0.39269908169872414,0.7853981633974483,1.0,2025-05-02 16:39:24
SWEEP_56,dynamic,1.5707963267948966,0.7853981633974483,0.0,1.0,2025-05-02 16:39:24
SWEEP_57,dynamic,1.5707963267948966,0.7853981633974483,0.19634954084936207,1.0,2025-05-02 16:39:24
SWEEP_58,dynamic,1.5707963267948966,0.7853981633974483,0.39269908169872414,1.0,2025-05-02 16:39:24
SWEEP_59,dynamic,1.5707963267948966,0.7853981633974483,0.7853981633974483,1.0,2025-05-02 16:39:24
SWEEP_60,dynamic,1.5707963267948966,1.5707963267948966,0.0,0.9999999999999998,2025-05-02 16:39:24
SWEEP_61,dynamic,1.5707963267948966,1.5707963267948966,0.19634954084936207,0.9999999999999998,2025-05-02 16:39:24
SWEEP_62,dynamic,1.5707963267948966,1.5707963267948966,0.39269908169872414,0.9999999999999998,2025-05-02 16:39:24
SWEEP_63,dynamic,1.5707963267948966,1.5707963267948966,0.7853981633974483,0.9999999999999998,2025-05-02 16:39:24
